headline,description,date
Coronavirus : les marchés boursiers européens et Wall Street clôturent en hausse,"Les Bourses européennes ont gagné entre 1% et 2% grâce au soutien de Wall Street, en nette progression en début de journée et qui a terminé en trombe. Le président de la Réserve Fédérale, Jerome Powell, a estimé que les Etats-Unis pourraient connaître une récession. La hausse chômage devrait accroître le soutien de la Fed.","Publié le 26 mars à 8h50,Mis à jour le 26 mars à 21h25"
Les cours de l'or dopés par les interventions de la Fed,"L'once d'or est au plus haut depuis 2013. Après avoir chuté de concert avec les Bourses, le métal reprend de la hauteur. Il profite des politiques monétaires de soutien aux Etat et des taux bas. Les investisseurs se sont rués vers les ETF adossés à l'or.","Publié le 11 avr. à 9h30,Mis à jour le 14 avr. à 9h30"
,"Les marchés européens ont signé leur meilleure semaine depuis 2011. Ils se projettent dans l'après crise. L'indice européen Stoxx 600 a repris plus de 7 %, le CAC 40 plus de 8 %. Mais la publication des résultats des entreprises du premier trimestre pourrait à nouveau fragiliser les places financières mondiales.","Décryptage,Sélection abonnés,Publié le 10 avr. à 13h45,Mis à jour le 10 avr. à 17h05"
,"Si de nombreux particuliers ont recommencé ou commencé à boursicoter pour profiter de la chute des cours, les professionnels se montrent plus dubitatifs sur la solidité du rebond. Faut-il déjà revenir sur les marchés ?","Sélection abonnés,Publié le 10 avr. à 13h13"
,"Pour répondre aux appels de marge de ses créanciers, le fondateur de SoftBank a fortement augmenté la part des actions servant de garantie à ses emprunts au cours des derniers mois. Le titre Softbank est malmené en Bourse depuis la crise du coronavirus.","Sélection abonnés,Publié le 10 avr. à 12h52,Mis à jour le 10 avr. à 13h55"
Opinion | Il y a urgence à mieux protéger notre souveraineté économique,"Les pertes colossales subies par les entreprises françaises, y compris les plus grandes, rendent notre tissu économique très vulnérable au regard des investisseurs étrangers. L'Etat doit ainsi se doter d'outils de protection des entreprises françaises, comme les Etats-Unis et l'Allemagne en disposent déjà, proposent les députés socialistes Valérie Rabault et Boris Vallaud.","Tribune,Publié le 9 avr. à 13h43,Mis à jour le 9 avr. à 13h52"
Coronavirus : les Bourses mondiales dans le vert,"Les signaux indiquent que la pandémie serait proche d'un plateau en Europe, ce qui apporte un peu de calme sur les marchés depuis plusieurs jours. La BCE a lancé une vaste opération de communication ce jeudi pour montrer l'ampleur de son engagement, tandis que la Fed a présenté un plan de 2.300 milliards de dollars pour soutenir les entreprises et les collectivités locales.","Publié le 9 avr. à 10h19,Mis à jour le 9 avr. à 16h04"
Coronavirus : ce qu'il faut retenir de la journée du 9 avril,"Le nouveau coronavirus a contaminé 1,5 million de personnes à travers le monde. En France, pour la première fois, le solde entre les admissions et les sorties de patients en réanimation est négatif alors que le pays dépasse la barre des 12.000 décès. L'Espagne et les Etats-Unis recensent plus de 15.000 morts sur leur territoire. Après une première réunion infructueuse, les 27 sont parvenus jeudi soir à s'entendre sur une réponse économique commune.","Publié le 9 avr. à 7h17,Mis à jour le 10 avr. à 6h23"
Le top 10 des personnalités les plus riches du monde,"DIAPORAMA. Le magazine Forbes a publié son classement annuel des personnalités les plus riches du monde. Malgré la crise du coronavirus, le classement réserve peu de surprises. Aperçu en images des 10 premières fortunes mondiales.","Publié le 8 avr. à 17h26,Mis à jour le 8 avr. à 17h35"
STMicroelectronics : Circuit dément,STMicroelectronics touche un plus haut de près de 18 ans en Bourse.,"Publié le 23 janv. à 19h05,Mis à jour le 23 janv. à 19h06"
Entreprises : l'Allemagne à la traîne en matière de féminisation,"Avec à peine plus de 10 % de femmes, les conseils d'administration tardent à se féminiser en Allemagne, faute de quotas contraignants.",Publié le 23 janv. à 18h51
Femmes : le patronat propose des quotas volontaires pour les comités exécutifs,"La nouvelle mouture du code Afep-Medef publiée prochainement exigera des conseils d'administration qu'ils fixent des objectifs en termes de mixité pour les instances dirigeantes. Le patronat ne veut pas de quotas uniformes à toutes les entreprises, la place des femmes étant différente d'un secteur à l'autre.",Publié le 23 janv. à 17h27
"Malgré la crise du 737 MAX, le titre Boeing tente de résister en Bourse","L'action Boeing a perdu un quart de sa valeur depuis mars 2019, moins que prévu compte tenu du poids du 737 MAX dans son activité. Pour rassurer ses actionnaires, le nouveau PDG David Calhoun a annoncé que le dividende versé au titre de 2019 sera maintenu.","Focus,Publié le 23 janv. à 16h16,Mis à jour le 25 janv. à 15h21"
Le coronavirus sème la panique sur les bourses chinoises,"Ce jeudi, à la veille du long week-end du nouvel an lunaire, le l'indice CSI 300 qui rassemble les plus grandes valeurs des Bourses de Shanghai et de Shenzhen, a encore chuté de 3,10 %.",Publié le 23 janv. à 12h50
Asos bondit en Bourse après la publication de bons résultats trimestriels,"Le géant britannique du commerce en ligne de vêtements et cosmétiques a vu ses ventes augmenter de 20 % au cours des quatre derniers mois par rapport à 2018. A Londres, le titre a pris près de 10 % dans les premiers échanges.","En bref,Publié le 23 janv. à 10h00,Mis à jour le 23 janv. à 10h07"
Les résultats des entreprises américaines devraient soutenir Wall Street,"La saison des résultats a démarré aux Etats-Unis. Les attentes concernant le dernier trimestre sont basses, ce qui laisse présager de belles surprises, susceptibles d'alimenter la hausse de Wall Street.",Publié le 23 janv. à 7h00
Coronavirus/Bourse : Pourquoi tu tousses plus ?,Les Bourses mondiales s'effraient moins que la population du fantôme du SRAS.,Publié le 22 janv. à 19h00
Soitec : La galette et son fourrage,Les paris chinois et de l'innovation de Soitec paraissent trop lointains à la Bourse.,Publié le 22 janv. à 18h57
Tesla : un pactole sous conditions pour Elon Musk,"Tesla a franchi mercredi la barre des 100 milliards de dollars de capitalisation boursière, ouvrant la voie à un bonus de plus de 300 millions de dollars pour son dirigeant. Mais ce dernier devra encore attendre un peu pour en bénéficier.","Focus,Publié le 22 janv. à 18h53,Mis à jour le 23 janv. à 11h43"
Comment Tesla a réussi à passer la barre des 100 milliards de dollars en Bourse,"Le constructeur californien a annoncé plusieurs bonnes nouvelles ces dernières semaines, montrant qu'il était en bonne voie pour devenir un vrai constructeur automobile. Les uns après les autres, plusieurs experts et analystes ont revu leur opinion sur la société.","Décryptage,Publié le 22 janv. à 18h11,Mis à jour le 22 janv. à 19h37"
Munic entre en Bourse pour valoriser les données clés des véhicules,"Créée en 2002, la société innovante Munic a lancé ce mercredi son introduction en Bourse sur Euronext Growth, en vue de lever entre 16 et 21,2 millions d'euros. Son objectif est de rendre accessible à tous les acteurs qui gravitent autour du secteur automobile sa technologie phare, qui est capable de capter, décoder, analyser et enrichir grâce à l'IA les millions de données brutes émises chaque jour par une voiture, jusqu'ici inaccessibles donc inexploitées.",Publié le 22 janv. à 14h55
Transparence des marchés : la révolte des financiers contre MIFID II,"Deux ans après l'entrée en vigueur de la directive européenne MIFID II, les professionnels des marchés demandent des ajustements. Ils veulent des règles plus simples, et plus proportionnelles, à l'heure où le Royaume-Uni, principal artisan de cette réforme, va sortir de l'Union européenne. ",Publié le 22 janv. à 7h02
UBS rate ses objectifs et dévisse en Bourse,"Sur l'année, UBS a déclaré un bénéfice net en baisse de 5% à 4,3 milliards de dollars. La banque n'est pas parvenue à remplir ses objectifs de rendement des fonds propres.","En chiffres,Publié le 21 janv. à 12h38,Mis à jour le 21 janv. à 18h13"
Le coronavirus chinois déstabilise les Bourses européennes,"Après les places financières asiatiques, les Bourses européennes plient à leur tour. Le CAC 40 perd plus de 1 %, après être brièvement retombé sous le seuil de 6.000. Les valeurs du luxe et du transport aérien sont particulièrement affectées.","Publié le 21 janv. à 12h03,Mis à jour le 21 janv. à 14h25"
Les fournisseurs d'indices mènent la danse à Wall Street,Les indices boursiers comme le CAC 40 ou le S&P 500 sont emblématiques des marchés financiers. Quelques grands fournisseurs comme FTSE Russell et MSCI dominent le secteur et affichent parmi les meilleures performances du monde financier. De nouveaux entrants veulent bousculer le statu quo.,"En chiffres,Publié le 21 janv. à 10h06"
Ces nouveaux acteurs qui bousculent l'oligopole des fournisseurs d'indices,"Face aux géants du secteur, quelques nouveaux entrants cherchent à se faire une place au soleil, comme Solactive qui propose un prix fixe pour l'usage de ses indices.",Publié le 21 janv. à 10h04
CAC 40 : les valeurs du luxe en baisse à cause du virus chinois,Les principales valeurs du luxe français ont accusé de lourdes pertes à l'ouverture de la Bourse parisienne ce mardi. En cause : le quatrième décès en Chine lié à un coronavirus encore inconnu.,"En bref,Publié le 21 janv. à 9h55"
Opinion | Accord commerciale : Pyrrhus 1 - Chine 0,"L'accord commercial entre la Chine et les États-Unis signé le 15 janvier libère les marchés d’une incertitude. La Chine a-t-elle cédé ou a-t-elle appliqué la sagesse de Sun-tzu qui enseignait : ""Quand vous agissez, feignez l'inactivité"" ? (Par Olivier de Berranger, directeur général délégué de La Financière de l'Échiquier)","Tribune,Publié le 21 janv. à 9h44,Mis à jour le 21 janv. à 9h46"
"Casper, le nouveau fantôme de Wall Street","La société new yorkaise, qui vend des matelas en ligne, a publié son document d'introduction en Bourse. Elle suscite la méfiance des investisseurs, qui doutent de son modèle, sur un marché très encombré. Certains redoutent même la « pire introduction en Bourse depuis la bulle Internet ».","Décryptage,Publié le 21 janv. à 7h00"
"Bourse/Marchés : Ce n'est plus bon, l'équilibre",Le rendement d'un portefeuille d'investissement « traditionnel » est tombé à zéro l'an dernier.,Publié le 20 janv. à 15h14
Quand la Bourse fait les yeux doux aux entreprises familiales,"Hésitantes à ouvrir leur capital à un fonds d'investissement, les entreprises familiales sont des cibles idéales pour la Bourse. Des programmes sont mis en place chez Euronext pour les capter.","Publié le 20 janv. à 10h37,Mis à jour le 20 janv. à 11h24"
"Digital Virgo, chronique d'une introduction avortée","Le spécialiste lyonnais du paiement mobile avait tout préparé l'an dernier pour une entrée en Bourse qui devait faire du bruit, avant de renoncer devant les fluctuations du marché et de se tourner vers des sources de financement bancaires.","Publié le 20 janv. à 10h37,Mis à jour le 20 janv. à 11h22"
Gafa : cinq questions sur une puissance sans égale,"Google est devenu vendredi dernier le quatrième groupe à passer la barre des mille milliards de dollars de capitalisation boursière. Après Apple, Microsoft et Amazon. La tech américaine est au zénith.","Publié le 19 janv. à 9h12,Mis à jour le 19 janv. à 12h26"
"« La baisse des taux a dopé les cours, les résultats des entreprises doivent prendre le relais »","Peter Oppenheimer, stratégiste en chef actions de Goldman Sachs, donne ses perspectives pour 2020 et explique que les dividendes pourraient soutenir les Bourses européennes.","Interview,Publié le 19 janv. à 8h00,Mis à jour le 20 janv. à 10h56"
Wall Steet et sa fusée à deux étages,Les grandes capitalisations américaines continuent de faire de l'ombre aux petites.,Publié le 18 janv. à 16h20
Viande alternative : pourquoi Beyond Meat fait du Yo-Yo en Bourse,"Depuis son entrée sur le Nasdaq, au prix de 25 dollars, Beyond Meat a vécu une épopée boursière en dents de scie. Aujourd'hui, la valeur star de la viande sans viande s'échange à 109 dollars. Mais ces montagnes russes soulèvent toutefois des questions sur ce marché en plein essor.","Décryptage,Publié le 18 janv. à 16h01,Mis à jour le 18 janv. à 17h16"
Gafa américains versus BATX chinois : qui va gagner ?,"Les champions chinois de la tech sont encore loin de la performance de Google, qui a franchi jeudi le cap des 1.000 milliards de dollars de capitalisation boursière. Sans être aussi internationaux que les Gafa, les BATX chinois sont cependant des puissances technologiques à part entière.","Publié le 18 janv. à 14h00,Mis à jour le 19 janv. à 12h30"
La Chine électrise le secteur du lithium en Bourse,L'arrêt de la baisse des subventions pour les voitures électriques et hybrides annoncé par Pékin a soutenu les entreprises spécialisées dans le lithium. La dynamique du marché automobile chinois sera essentielle pour le secteur.,"En chiffres,Publié le 18 janv. à 8h00,Mis à jour le 20 janv. à 10h55"
"Malgré un sursaut fin 2019, les PME continuent à bouder la Bourse","Depuis l'automne 2019, les succès des introductions de la FDJ et de Verallia ont redoré l'image de la Bourse et entraîné dans leur sillage des introductions remarquées de PME comme Agri Power, Boostheat ou Mare Nostrum… Mais ces cas masquent un désamour continu des dirigeants pour les marchés financiers malgré la simplification des procédures.","Publié le 17 janv. à 15h36,Mis à jour le 20 janv. à 11h30"
GAFAM : ces zéros qui donnent le vertige,"Alors que les GAFAM franchissent les uns après les autres les 1.000 milliards de dollars de capitalisation boursière, leur taille et leur profitabilité n'ont rien d'inédit, historiquement.","Édito,Publié le 17 janv. à 12h00,Mis à jour le 17 janv. à 16h25"
Airbus enregistre une commande de 40 appareils A321 Neo avec le chinois CALC,"L'avionneur européen annonce avoir signé avec le groupe de leasing China Aircraft Leasing Group un accord portant sur 40 appareils. La livraison des avions sera réalisée par étapes jusqu'en 2026, a indiqué CALC dans un document transmis à la Bourse de Hong Kong.","Publié le 17 janv. à 11h37,Mis à jour le 17 janv. à 11h42"
L'action Casino dévisse après l'avertissement sur résultat,"L'action du groupe de distribution a perdu 4,59 % vendredi, après avoir cédé plus de 12 % en début de matinée. Casino a déçu sur ses résultats français. Les créanciers obligataires de Rallye, sa maison mère, ont rejeté le plan de sauvegarde de la holding.","Publié le 17 janv. à 10h25,Mis à jour le 19 janv. à 12h40"
Bourse : comprendre les ETF en 7 questions clefs,"Introduits en Europe pour séduire la clientèle des particuliers, les ETF ont plutôt fait mouche auprès des investisseurs institutionnels. Mais les choses évoluent, notamment sous l'effet de la baisse des taux, qui accentue la sensibilité au coût des produits financiers. Les clefs pour mieux comprendre et utiliser ces outils.",Publié le 17 janv. à 8h53
,"Alphabet vient de dépasser les 1.000 milliards de dollars de capitalisation boursière, se rapprochant des sommets d'Apple ou de Facebook dont le cours a augmenté de 56 % en 2019… Malgré les enquêtes des régulateurs et des législateurs, les marchés financiers valorisent la croissance des revenus des géants de la tech.","Décryptage,Sélection abonnés,Publié le 17 janv. à 7h30"
Bourse : intégrer les ETF dans votre stratégie patrimoniale,"Les fonds indiciels cotés peuvent constituer l'essentiel d'un portefeuille ou, à l'inverse, un complément pour se diversifier.",Publié le 17 janv. à 7h07
Dans les coulisses des chiffres les plus suivis par Wall Street,Le plein-emploi est un des objectifs de la Réserve fédérale. Les chiffres du chômage ont parfois un fort impact sur les grands marchés financiers. Ces données très sensibles sont livrées à l'avance aux grands médias selon une procédure très encadrée pour éviter les fuites et piratages.,"Récit,Publié le 16 janv. à 13h39,Mis à jour le 16 janv. à 19h20"
Les activistes n'ont jamais été aussi nombreux à cibler des entreprises en 2019,"En 2019, le nombre de fonds ayant ciblé des entreprises a atteint un niveau record. Ils ont été 147 contre 131 un an plus tôt.","En chiffres,Publié le 16 janv. à 13h09,Mis à jour le 16 janv. à 16h58"
Ce que Nissan reproche vraiment à Carlos Ghosn,"Menacé par la Bourse de Tokyo, le constructeur dévoile les résultats de ses différentes enquêtes internes. Il accuse son ancien patron d'avoir abusé du jet de l'entreprise, d'avoir accumulé les dépenses privées injustifiées ou encore d'avoir fait rémunérer sa soeur.","Focus,Publié le 16 janv. à 11h41,Mis à jour le 16 janv. à 16h40"
L'administrationTrump durcit le ton sur le trading haute fréquence,"Les médias ont à l'avance des chiffres clefs comme ceux de l'emploi, très suivis par Wall Street. Dès le premier mars, le département du travail ne va plus les autoriser à les envoyer directement, et juste après l'embargo, aux traders haute fréquence, les automates de trading ultra-rapides. ","Décryptage,Publié le 16 janv. à 11h23,Mis à jour le 16 janv. à 18h52"
Asics et Mizuho sprintent en Bourse après les déboires de la « superbasket » de Nike,"La Fédération internationale d'athlétisme pourrait annoncer prochainement une interdiction du modèle ZoomX Vaporfly Next % de l'équipementier américain. Ultra-performante, cette chaussure a séduit, ces derniers mois, nombre d'athlètes de haut niveau et déstabilisé les marques concurrentes.","Cette nuit en Asie,Publié le 16 janv. à 7h32,Mis à jour le 16 janv. à 9h15"
Ces sociétés qui se convertissent en entreprises à mission,Des dizaines de sociétés comme la Maif ou la Camif veulent se convertir en « entreprises à mission ». Le décret d'application de la loi Pacte a été publié début janvier.,"Publié le 16 janv. à 5h55,Mis à jour le 16 janv. à 17h52"
Publicité : Criteo s'effondre en Bourse après l'annonce de Google sur les cookies tiers,Le titre du spécialiste français du reciblage publicitaire a dévissé de près de 16 % ce mardi à Wall Street.,"En chiffres,Publié le 15 janv. à 13h25,Mis à jour le 11 avr. à 18h21"
Automédication : la coentreprise GSK-Pfizer entrera en Bourse d'ici trois à quatre ans,"Les deux géants de la pharmacie prévoient d'introduire à la Bourse de Londres cette nouvelle entité, nommé GSK Consumer Healthcare.","Publié le 15 janv. à 13h08,Mis à jour le 15 janv. à 14h58"
"L'actionnariat familial détient 14,5 % du CAC 40","La part des actionnaires familiaux représentait 9,7 % de l'indice en 2012. Principale raison de cette hausse, l'entrée au sein du CAC 40 de Dassault Systèmes et d'Hermès.","En chiffres,Publié le 15 janv. à 10h21,Mis à jour le 15 janv. à 16h52"
"Pinterest redevient le troisième réseau social des Etats-Unis, devant Snapchat","L'application d'images au catalogue géant creuse l'écart avec Snapchat, qui lui était passé devant en 2018. Cette tendance devrait se confirmer dans les années à venir. Son modèle a su attirer les marques qui publient des photos sur la plate-forme dans le but d'attirer des clients.","Publié le 15 janv. à 8h16,Mis à jour le 15 janv. à 16h06"
Le plaidoyer de Larry Fink pour verdir BlackRock,"Le patron du plus grand gérant d'actifs au monde a envoyé sa lettre annuelle aux dirigeants d'entreprises et à ses clients. Critiquée pour son inaction sur le climat, la firme a décidé de faire de l'investissement durable sa priorité. ","Publié le 14 janv. à 10h07,Mis à jour le 14 janv. à 18h17"
La Bourse chinoise s'offre un rebond malgré les tensions commerciales,"Alors que les tensions commerciales entre Washington et Pékin ont mis à rude épreuve les nerfs des investisseurs tout au long de 2019, les Bourses chinoises de Shanghai et Shenzhen ont rebondi de 33 %.","Publié le 24 déc. 2019 à 17h02,Mis à jour le 25 déc. 2019 à 16h51"
Virbac : La truffe de Noël,Un nouveau relèvement d'objectifs rapproche Virbac de ses plus hauts en Bourse.,Publié le 23 déc. 2019 à 19h16
La danse du ventre d'Aramco auprès des PME françaises du plastique,"A peine coté à la Bourse de Ryad, le géant pétrolier saoudien a organisé à Lyon un symposium international sur les polymères. Parmi les 300 participants de 18 pays, les PME du pôle de compétitivité Plastipolis, coorganisateur, étaient l'objet de toutes les sollicitudes.","Publié le 23 déc. 2019 à 12h35,Mis à jour le 23 déc. 2019 à 14h50"
AMF : le montant des sanctions en forte augmentation en 2019,"Le juge de l'AMF a prononcé des sanctions pour un total de 32 millions d'euros en 2019, contre 7,2 millions l'année d'avant. Morgan Stanley a écopé de l'amende la plus forte, soit 20 millions d'euros pour avoir manipulé le prix de la dette française en 2015.","Publié le 23 déc. 2019 à 10h45,Mis à jour le 23 déc. 2019 à 16h39"
Le CAC 40 termine la semaine au-dessus des 6.000 points,"Pour la dernière séance avant la période des fêtes, l'indice de référence de la Bourse de Paris a pris 0,82 % à 6.021,53 points, dans un volume d'échanges nourri de 7,2 milliards d'euros. Le seuil des 6.000 avait déjà été brièvement passé, mais en séance seulement, le 16 décembre.",Publié le 22 déc. 2019 à 17h14
Les cotations directes dans le viseur de la SEC,"Slack et Spotify font partie des entreprises de la tech à avoir opté pour ce type d'introduction en Bourse sans levée de capital. Le gendarme de Wall Street demande des informations aux établissements qui, comme Citadel Securities, ont accompagné ces opérations sur le New York Stock Exchange.","Publié le 22 déc. 2019 à 16h29,Mis à jour le 22 déc. 2019 à 16h34"
Opinion | En défense d'Isabelle Kocher,"Chiara Corazza, directrice générale du Women's Forum, prend la plume pour soutenir Isabelle Kocher. La directrice générale d'Engie est actuellement sous le feu des critiques.","Tribune,Publié le 20 déc. 2019 à 14h45"
"Opinion | Démocratie actionnariale, un modèle à réinventer","La démocratie actionnariale est l'organisation d'un contre-pouvoir de contrôle de la gouvernance qu'il convient plus que jamais de favoriser pour éviter que ne se creuse un fossé entre les mandataires sociaux et les actionnaires. (Par Frédéric Peltier, avocat, auteur du «Procès de l’argent»)","Tribune,Publié le 20 déc. 2019 à 13h59,Mis à jour le 20 déc. 2019 à 14h03"
"Nike au plus haut en Bourse, porté par la Chine et le digital","En marge de la publication de ses résultats trimestriels, l'équipementier a atteint jeudi un nouveau record, à plus de 126 milliards de dollars de capitalisation boursière.","Résultats,Publié le 20 déc. 2019 à 12h25,Mis à jour le 20 déc. 2019 à 15h41"
Les conférences de presse de la Banque d'Angleterre ont été piratées,La Banque d'Angleterre a déclaré qu'un système de diffusion audio de ses conférences de presse avait été piraté par un fournisseur. Des traders haute fréquence ont ainsi pu avoir accès aux déclarations du gouverneur quelques secondes avant les autres investisseurs. Le gendarme boursier a ouvert une enquête,"Publié le 19 déc. 2019 à 13h26,Mis à jour le 19 déc. 2019 à 15h49"
E-commerce : le difficile apprentissage de l'Africain Jumia à Wall Street,"Entré en Bourse en fanfare en avril dernier, l'« Alibaba africain » est sous la pression des marchés qui lui intiment de réduire ses coûts tout en soutenant sa croissance. En l'espace de deux mois, Jumia s'est retiré du Cameroun, du Rwanda et de Tanzanie.","Décryptage,Publié le 19 déc. 2019 à 11h29,Mis à jour le 20 déc. 2019 à 10h41"
Traders « voyous »: les banques submergées de fausses alertes,"Face à l'explosion des « faux positifs », les banques vont plus loin dans la surveillance des comportements des traders. Mais les banques européennes sont plus contraintes que leurs rivales anglo-saxonnes en matière de protection de la vie privée. Credit Suisse a fermé sa joint-venture avec Palantir.",Publié le 19 déc. 2019 à 6h24
Traders « voyous » : les dirigeants de banques dans le viseur,"Dix ans après l'affaire Kerviel, les banques peinent toujours à prévenir les malversations dans les salles de marchés. Les régulateurs veulent mettre en cause personnellement les supérieurs hiérarchiques et dirigeants.",Publié le 19 déc. 2019 à 6h12
Activistes : le débat rebondit,"Eric Woerth, président de la Commission des finances, a répondu ce matin aux critiques que lui avait adressées Muddy Waters début décembre. Il insiste sur les dangers de la vente à découvert et préconise de présumer que le marché fonctionne de manière anormale quand il y a trop de short-sellers.",Publié le 18 déc. 2019 à 15h15
,La Cour d'appel de Paris a rejeté mercredi matin une demande de sursis à exécution de la clôture de l'OPA amicale de Capgemini sur Altran.,"Sélection abonnés,Publié le 18 déc. 2019 à 13h12,Mis à jour le 19 déc. 2019 à 15h13"
"Chez Siemens, l'heure de la succession est arrivée","SPECIAL INDUSTRIE ALLEMANDE Joe Kaeser copréside désormais le groupe bicentenaire avec l'ancien CTO Roland Busch, en attendant une décision sur sa succession. Les rumeurs le mettent déjà à la tête du conseil de surveillance de Daimler.","Publié le 18 déc. 2019 à 10h40,Mis à jour le 18 déc. 2019 à 11h15"
Le gendarme boursier clôt le dossier Casino-Muddy Waters,"Après presque quatre ans d'enquête, l'Autorité des marchés financiers a décidé de ne poursuivre ni le célèbre vendeur à découvert Muddy Waters, ni le groupe dirigé par Jean-Charles Naouri.","Publié le 17 déc. 2019 à 19h36,Mis à jour le 18 déc. 2019 à 9h41"
Accor : Urbi et Orbis,La Bourse ne donne pas encore sa bénédiction à la transformation d'Accor.,Publié le 17 déc. 2019 à 19h28
Femmes : Le Maire favorable à des quotas dans les comités de direction,"Le projet de loi pour promouvoir l'égalité homme femme dans la vie économique, prévu pour mars, devrait proposer d'instaurer des quotas dans les comités exécutifs. ",Publié le 17 déc. 2019 à 18h40
Placements : Chasse à la bonne raison,"L'évolution des primes de risque des actions reste une boussole, même imparfaite.",Publié le 17 déc. 2019 à 17h03
La Bourse de Taïwan au plus haut depuis 1990,L'indice Taiex affiche une hausse de 24 % sur l'année et profite largement des retombées de la guerre commerciale entre Washington et Pékin. Celle-ci favorise les exportations d'électronique à destination des Etats-Unis et a conduit bon nombre d'entreprises à relocaliser les investissements qu'elles avaient réalisés en Chine.,Publié le 17 déc. 2019 à 10h00
CAC 40 à 6.000 points : pourquoi les particuliers boudent la Bourse,"Le nombre d'actionnaires individuels a été divisé par deux depuis 2007, alors que l'indice parisien bat des niveaux records. Ils ne sont plus que 3 millions aujourd'hui. En revanche, la détention d'actions via les contrats d'assurance-vie et l'épargne salariale progressent.","Focus,Publié le 17 déc. 2019 à 6h44,Mis à jour le 17 déc. 2019 à 9h14"
Electrolux : Coup de froid américain,La réorganisation industrielle d'Electrolux prend plus de temps et d'argent que prévu.,Publié le 16 déc. 2019 à 19h38
Airbus/Boeing : Buck Dennis,Les investisseurs pardonnent beaucoup à l'aéronautique en Bourse.,"Publié le 16 déc. 2019 à 19h11,Mis à jour le 16 déc. 2019 à 19h49"
Vinci : l'agence Bloomberg condamnée à 5 millions d'euros par l'AMF,"L'agence de presse américaine est accusée d'avoir diffusé, en 2016, une fausse information sur Vinci sans l'avoir vérifiée.",Publié le 16 déc. 2019 à 19h01
Un CAC 40 moins financier mais plus luxueux,"En 2000, le CAC 40 était dominé par les valeurs télécoms. 2007 fut l'âge d'or des valeurs financières. Aujourd'hui ce sont les entreprises du luxe qui impriment leur tempo à l'indice parisien, qui vient de passer la barre des 6.000 points.","Décryptage,Publié le 16 déc. 2019 à 17h16,Mis à jour le 16 déc. 2019 à 18h21"
Le CAC 40 au-dessus des 6.000 points pour la première fois depuis 2007,"L'indice parisien n'était plus passé au-dessus de 6.000 points depuis juillet 2007. Il affiche une performance très solide cette année, de plus de 26 %. ","Dernière minute,Publié le 16 déc. 2019 à 16h36,Mis à jour le 16 déc. 2019 à 20h07"
Altice : Optique réfractaire,Les cessions ont rapporté à Altice presqu'autant de cash que sa capitalisation en Bourse.,"Publié le 14 déc. 2019 à 13h04,Mis à jour le 15 déc. 2019 à 18h27"
Le courtier brésilien XP fait une entrée remarquée au Nasdaq,Le groupe de service financier brésilien vient de réaliser la quatrième plus importante IPO de l'année aux Etats-Unis. XP a bondi de 28 % pour son premier jour de cotation.,Publié le 13 déc. 2019 à 16h41
Le Nasdaq devance le NYSE dans la bataille des introductions en Bourse,"Depuis le début de l'année, les entreprises nouvellement cotées au Nasdaq ont levé 35,4 milliards de dollars, contre 26,8 milliards pour celles introduites au NYSE, selon les chiffres de Dealogic. Le NYSE privilégie une autre mesure des performances : celle des fonds levés par toutes les entreprises cotées sur sa plate-forme, sur laquelle il assure avoir largement l'avantage.","Publié le 13 déc. 2019 à 16h17,Mis à jour le 13 déc. 2019 à 18h32"
CAC 40 : « Les grands gagnants sont ceux qui ont eu le courage d'investir en 2018 »,"La hausse des actions s'explique par le soulagement lié à l'absence de récession aux Etats-Unis, la baisse des taux et l'apaisement des tensions politiques, explique Igor de Maack, gérant et porte-parole de la gestion chez DNCA. Une vague qui a porté le CAC 40 au-dessus des 6.000 points.","Interview,Publié le 13 déc. 2019 à 15h51,Mis à jour le 16 déc. 2019 à 18h45"
"Livraison de repas : Delivery Hero avale le coréen Woowa pour 3,4 milliards d'euros","Le spécialiste allemand de la commande et de livraison de repas (Foodora, Foodpanda, Olinepizza…) a acquis une large majorité de son concurrent sud-coréen Woowa. En Bourse, le titre Delivery Hero bondit.","Publié le 13 déc. 2019 à 15h37,Mis à jour le 13 déc. 2019 à 15h56"
La restructuration à marche forcée de la Bourse 2.0 des cryptos et du bitcoin,"Les marchés des cryptomonnaies et du bitcoin connaissent en accéléré le mouvement de reconfiguration qu'ont connu les Bourses traditionnelles. L'institutionnalisation du secteur favorise la montée en puissance du marché de gré à gré, du trading haute fréquence et des « Bourses de l'ombre ».","Publié le 13 déc. 2019 à 11h30,Mis à jour le 17 déc. 2019 à 13h14"
Brexit : les banques britanniques flambent en Bourse,"La nette victoire des Conservateurs aux élections législatives anticipées conforte la position du Premier ministre Boris Johnson et rassure les investisseurs. Les banques domestiques comme RBS, Lloyd's et Barclays ont vu leurs cours flamber à la Bourse de Londres.","Focus,Publié le 13 déc. 2019 à 11h15,Mis à jour le 15 déc. 2019 à 17h58"
"Accord commercial, Brexit : l'horizon dégagé sur les bourses européennes",Les Bourses ont terminé vendredi en hausse. L'annonce d'un accord commercial préliminaire entre la Chine et les Etats-Unis et la victoire des conservateurs aux élections britanniques ont tiré les indices vers le haut.,"Publié le 13 déc. 2019 à 11h01,Mis à jour le 15 déc. 2019 à 14h55"
